,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
489,5.961,9.344,0.785,67.12,0.825,-0.084,0.73
490,6.019,9.377,0.801,67.28,0.787,-0.191,0.646
491,5.946,9.399,0.831,67.44,0.719,-0.167,0.661
492,5.964,9.384,0.856,67.6,0.801,-0.114,0.666
493,6.115,9.355,0.842,67.9,0.846,-0.015,0.774
494,5.84,9.36,0.849,68.2,0.879,-0.167,0.734
495,6.128,9.355,0.851,68.5,0.869,-0.099,0.831
496,5.809,9.339,0.808,68.8,0.83,-0.115,0.839
497,5.354,9.244,0.804,69.1,0.829,-0.157,0.855
501,5.066,9.213,0.744,59.94,0.611,-0.1,0.801
502,4.669,9.244,0.769,60.0,0.486,-0.076,0.826
503,4.174,9.24,0.753,60.16,0.59,-0.151,0.859
504,4.204,9.24,0.737,60.32,0.452,-0.138,0.88
505,3.559,9.239,0.675,60.48,0.474,-0.141,0.913
506,4.885,9.245,0.619,60.64,0.578,-0.126,0.749
507,4.763,9.266,0.73,60.8,0.659,-0.089,0.684
508,4.557,9.287,0.809,61.1,0.656,-0.141,0.818
513,5.701,8.873,0.878,62.92,0.683,-0.056,0.807
514,5.296,8.887,0.717,63.24,0.639,-0.015,0.785
515,5.191,8.908,0.747,63.56,0.636,-0.078,0.735
516,6.839,8.883,0.734,63.88,0.671,-0.103,0.648
517,6.74,8.9,0.757,64.2,0.669,-0.064,0.694
518,4.741,8.933,0.731,64.4,0.747,-0.126,0.707
519,5.934,8.956,0.806,64.6,0.683,-0.155,0.786
520,6.325,8.974,0.827,64.8,0.716,-0.15,0.772
521,5.857,8.986,0.798,65.0,0.778,-0.194,0.781
522,6.018,9.005,0.791,65.2,0.733,-0.156,0.805
523,6.14,9.025,0.794,65.5,0.8,-0.185,0.797
524,6.339,9.042,0.829,65.8,0.758,-0.172,0.778
525,6.241,9.061,0.82,66.1,0.863,-0.095,0.801
526,6.455,9.08,0.764,66.4,0.877,-0.109,0.682
527,5.462,9.019,0.696,66.7,0.924,-0.126,0.583
528,5.371,10.27,0.91,64.86,0.749,-0.264,0.797
529,5.332,10.347,0.896,65.32,0.712,-0.246,0.743
530,5.452,10.298,0.904,65.78,0.642,-0.217,0.663
531,5.138,10.144,0.874,66.24,0.611,-0.23,0.793
532,5.487,10.248,0.909,66.96,0.735,-0.168,0.687
533,5.364,10.282,0.889,67.22,0.697,-0.192,0.793
534,5.367,10.299,0.901,67.48,0.754,-0.201,0.726
535,5.556,10.331,0.917,67.74,0.773,-0.153,0.652
536,5.629,10.348,0.918,68.0,0.815,-0.164,0.569
537,5.65,10.374,0.938,68.2,0.843,-0.149,0.639
538,5.938,10.429,0.936,68.4,0.862,-0.101,0.668
539,6.091,10.472,0.933,68.6,0.886,-0.141,0.621
540,6.035,10.511,0.934,68.8,0.887,-0.096,0.576
541,6.453,10.459,0.958,69.0,0.954,-0.082,0.398
543,4.445,7.343,0.602,55.8,0.707,-0.008,0.75
544,4.507,7.413,0.64,56.4,0.694,0.08,0.702
545,4.573,7.484,0.626,57.0,0.803,0.113,0.567
546,4.298,7.547,0.719,57.5,0.744,0.038,0.703
547,4.18,7.612,0.734,58.0,0.717,0.001,0.757
548,4.379,7.651,0.74,58.5,0.74,0.039,0.799
549,4.1,7.705,0.748,59.0,0.754,0.053,0.732
550,4.549,7.711,0.823,59.5,0.769,0.188,0.784
551,7.672,10.745,0.965,69.76,0.969,-0.005,0.132
552,7.671,10.796,0.951,70.08,0.934,0.028,0.217
553,7.393,10.734,0.935,70.4,0.916,0.091,0.413
554,7.354,10.754,0.938,70.64,0.936,0.101,0.32
555,7.42,10.735,0.928,70.88,0.921,-0.001,0.361
556,7.445,10.722,0.941,71.12,0.919,0.04,0.306
557,7.385,10.714,0.952,71.36,0.933,-0.001,0.265
558,7.448,10.716,0.948,71.6,0.93,0.111,0.223
559,7.66,10.74,0.954,71.7,0.948,-0.027,0.25
560,7.788,10.768,0.964,71.8,0.962,-0.002,0.192
561,7.858,10.783,0.962,71.9,0.938,-0.127,0.199
562,7.78,10.792,0.937,72.0,0.948,-0.052,0.195
563,7.889,10.75,0.962,72.1,0.962,-0.116,0.164
565,6.583,10.659,0.944,71.48,0.789,0.126,0.699
566,7.008,10.674,0.935,71.84,0.833,-0.031,0.669
567,6.283,10.639,0.918,72.02,0.798,-0.082,0.654
568,6.798,10.654,0.943,72.2,0.85,-0.104,0.623
569,6.959,10.671,0.921,72.4,0.903,-0.102,0.627
570,6.649,10.669,0.937,72.6,0.841,-0.149,0.608
571,6.667,10.669,0.908,72.8,0.878,-0.125,0.699
572,6.467,10.674,0.878,73.0,0.803,-0.118,0.656
573,6.358,10.682,0.896,73.2,0.817,-0.139,0.641
574,6.475,10.69,0.885,73.4,0.787,-0.091,0.623
575,6.635,10.711,0.931,73.6,0.834,-0.123,0.601
576,6.666,10.727,0.921,73.8,0.816,-0.138,0.582
577,6.69,10.74,0.958,74.0,0.827,-0.133,0.568
578,6.714,10.643,0.947,74.2,0.823,-0.169,0.565
579,4.255,9.608,0.653,55.48,0.772,-0.211,0.851
580,3.972,9.621,0.736,56.16,0.566,-0.195,0.81
581,3.8,9.638,0.733,56.84,0.682,-0.146,0.78
582,3.918,9.644,0.829,57.52,0.607,-0.198,0.782
583,4.661,9.649,0.756,58.2,0.671,-0.194,0.867
584,4.832,9.639,0.78,58.7,0.699,-0.204,0.817
585,4.782,9.616,0.807,59.2,0.652,-0.228,0.868
586,4.783,9.599,0.785,59.7,0.719,-0.197,0.823
587,4.914,9.607,0.763,60.2,0.736,-0.203,0.846
588,4.118,7.637,0.697,54.7,0.812,0.111,0.572
589,4.922,7.671,0.685,55.0,0.719,0.44,0.691
590,5.164,7.699,0.694,55.3,0.677,0.41,0.798
591,3.675,8.993,0.647,65.12,0.553,-0.267,0.752
592,3.707,9.117,0.548,65.04,0.464,-0.267,0.697
593,4.156,9.144,0.608,64.96,0.614,-0.224,0.498
594,3.801,9.116,0.544,64.88,0.495,-0.233,0.535
595,4.102,9.184,0.54,64.8,0.558,-0.248,0.46
596,4.203,9.263,0.503,64.86,0.632,-0.255,0.353
597,4.254,9.332,0.533,64.92,0.659,-0.269,0.321
598,4.349,9.371,0.559,64.98,0.722,-0.254,0.349
599,4.288,9.414,0.558,65.04,0.72,-0.233,0.416
600,4.122,9.442,0.517,65.1,0.64,-0.205,0.502
601,4.448,9.47,0.533,64.9,0.606,-0.249,0.561
602,4.451,9.517,0.59,64.7,0.821,-0.244,0.59
603,4.659,9.565,0.617,64.5,0.775,-0.233,0.755
604,4.892,9.617,0.675,64.3,0.811,-0.26,0.647
605,5.123,9.569,0.718,64.1,0.764,-0.221,0.583
607,6.417,10.759,0.926,70.48,0.801,0.167,0.792
609,6.641,10.714,0.935,70.76,0.844,0.127,0.69
610,6.725,10.756,0.939,70.9,0.843,0.095,0.688
611,6.621,10.813,0.947,70.98,0.906,0.033,0.677
612,6.702,10.816,0.926,71.06,0.904,0.071,0.679
613,6.965,10.817,0.931,71.14,0.894,0.024,0.566
614,6.984,10.835,0.938,71.22,0.899,0.088,0.474
615,7.037,10.844,0.926,71.3,0.889,0.178,0.412
616,6.874,10.858,0.906,71.6,0.871,0.148,0.446
617,7.074,10.878,0.892,71.9,0.841,0.145,0.414
618,7.118,10.89,0.92,72.2,0.877,0.034,0.496
619,7.035,10.893,0.886,72.5,0.885,0.057,0.462
620,7.312,10.833,0.905,72.8,0.864,-0.06,0.424
621,4.535,8.073,0.728,52.34,0.849,0.213,0.814
622,5.22,8.09,0.73,52.78,0.891,0.138,0.771
623,4.965,8.152,0.622,53.22,0.838,0.12,0.863
624,4.198,8.174,0.633,53.66,0.757,0.005,0.89
625,4.606,8.225,0.739,54.1,0.891,0.074,0.875
626,5.608,8.332,0.724,54.48,0.852,0.011,0.79
627,5.057,8.397,0.685,54.86,0.679,0.04,0.898
628,4.965,8.445,0.676,55.24,0.794,-0.065,0.88
629,3.86,8.45,0.651,55.62,0.677,0.001,0.913
630,3.986,8.449,0.687,56.0,0.852,-0.038,0.945
631,4.514,8.46,0.647,56.4,0.751,0.09,0.894
632,5.481,8.517,0.669,56.8,0.783,0.079,0.839
633,5.004,8.555,0.761,57.2,0.817,0.062,0.846
634,4.967,8.596,0.746,57.6,0.787,0.116,0.857
635,5.319,8.59,0.643,58.0,0.824,0.2,0.847
637,6.647,10.543,0.808,70.9,0.575,-0.19,0.845
638,6.039,10.491,0.793,71.3,0.443,-0.293,0.959
639,5.84,10.433,0.868,71.5,0.484,-0.303,0.954
640,5.372,10.339,0.852,71.56,0.528,-0.316,0.941
641,5.096,10.268,0.812,71.62,0.373,-0.305,0.959
642,4.72,10.243,0.687,71.68,0.426,-0.272,0.941
643,4.756,10.257,0.832,71.74,0.369,-0.288,0.93
644,5.623,10.259,0.835,71.8,0.532,-0.272,0.824
645,5.303,10.261,0.803,72.0,0.482,-0.26,0.898
646,5.148,10.278,0.753,72.2,0.438,-0.29,0.872
647,5.409,10.299,0.794,72.4,0.564,-0.335,0.86
648,5.952,10.319,0.891,72.6,0.614,-0.289,0.848
649,5.788,10.215,0.779,72.8,0.565,-0.241,0.764
650,5.901,8.85,0.83,60.74,0.663,0.172,0.706
651,6.33,8.891,0.866,61.08,0.628,0.136,0.81
652,6.414,8.904,0.866,61.42,0.63,0.206,0.796
653,6.452,8.891,0.834,61.76,0.643,0.197,0.755
654,6.29,8.901,0.859,62.1,0.696,0.166,0.795
655,5.743,8.923,0.768,62.46,0.763,0.009,0.863
656,5.856,8.935,0.802,62.82,0.865,0.02,0.821
657,5.985,8.953,0.83,63.18,0.884,0.045,0.817
658,6.536,8.98,0.834,63.54,0.843,0.108,0.804
659,6.465,9.003,0.823,63.9,0.869,0.051,0.822
660,6.359,9.013,0.811,64.2,0.863,0.011,0.812
661,6.325,9.026,0.826,64.5,0.915,-0.059,0.8
662,6.627,9.042,0.841,64.8,0.91,-0.01,0.765
663,6.262,9.064,0.774,65.1,0.901,-0.062,0.773
664,4.045,7.567,0.598,50.22,0.797,0.041,0.743
665,3.652,7.603,0.542,50.44,0.646,0.001,0.794
666,3.902,7.619,0.567,50.66,0.693,0.091,0.815
667,3.412,7.632,0.638,50.88,0.684,0.006,0.705
668,3.505,7.645,0.579,51.1,0.666,0.007,0.762
669,3.603,7.721,0.675,52.2,0.726,-0.056,0.803
670,4.874,7.792,0.634,53.3,0.738,0.038,0.75
671,5.252,7.823,0.63,54.4,0.731,0.092,0.778
672,4.768,7.849,0.655,55.5,0.691,0.097,0.756
673,5.993,8.773,0.849,57.26,0.694,0.11,0.836
674,3.754,7.407,0.694,48.46,0.449,0.401,0.854
675,3.846,7.417,0.679,40.38,0.465,0.261,0.812
676,3.766,7.384,0.554,32.3,0.373,0.216,0.848
677,4.845,7.423,0.567,36.86,0.413,0.243,0.682
678,4.413,7.437,0.749,41.42,0.482,0.289,0.717
679,4.622,7.464,0.648,45.98,0.61,0.289,0.669
680,3.889,7.477,0.554,50.54,0.509,0.285,0.708
681,3.57,7.476,0.564,55.1,0.398,0.306,0.777
682,3.352,7.477,0.584,55.3,0.304,0.291,0.839
683,3.824,7.475,0.647,55.5,0.484,0.381,0.647
684,3.615,7.477,0.538,55.7,0.591,0.422,0.72
685,5.397,8.462,0.933,64.54,0.65,0.089,0.844
686,5.097,8.5,0.819,64.78,0.676,0.23,0.826
687,5.42,8.52,0.828,65.02,0.687,0.223,0.863
688,6.033,8.474,0.824,65.26,0.661,0.119,0.857
689,5.866,8.49,0.803,65.5,0.646,0.105,0.82
690,4.961,8.508,0.766,65.72,0.783,0.095,0.884
691,4.602,8.53,0.779,65.94,0.7,-0.003,0.871
692,4.713,8.54,0.792,66.16,0.698,-0.027,0.868
693,5.056,8.552,0.79,66.38,0.696,0.015,0.834
694,4.845,8.572,0.772,66.6,0.534,-0.097,0.848
695,5.648,8.593,0.774,66.8,0.85,0.08,0.793
696,6.02,8.624,0.843,67.0,0.898,0.072,0.783
697,5.908,8.643,0.827,67.2,0.872,0.099,0.804
698,5.93,8.653,0.797,67.4,0.846,0.063,0.815
711,4.954,10.153,0.931,65.0,0.538,-0.161,0.895
712,4.895,10.097,0.901,65.4,0.464,-0.125,0.915
713,4.725,10.106,0.896,65.6,0.514,-0.145,0.983
714,4.918,10.127,0.894,65.76,0.631,-0.089,0.94
715,4.683,10.117,0.906,65.92,0.569,-0.136,0.93
716,4.914,10.14,0.877,66.08,0.674,-0.113,0.912
717,5.181,10.183,0.845,66.24,0.494,-0.15,0.855
718,5.344,10.223,0.859,66.4,0.558,-0.198,0.908
719,5.449,10.248,0.9,66.8,0.554,-0.187,0.924
720,6.065,10.293,0.877,67.2,0.661,-0.139,0.886
721,5.936,10.344,0.941,67.6,0.693,-0.243,0.911
722,6.0,10.393,0.947,68.0,0.798,-0.195,0.884
723,6.038,10.335,0.943,68.4,0.771,-0.12,0.836
724,6.888,10.861,0.977,72.32,0.885,0.272,0.708
725,7.591,10.777,0.979,72.76,0.905,0.241,0.759
726,7.501,10.809,0.967,72.84,0.923,0.306,0.713
727,7.498,10.854,0.98,73.0,0.94,0.301,0.639
728,7.51,10.904,0.985,73.0,0.952,0.281,0.719
729,7.476,10.925,0.967,73.0,0.939,0.246,0.727
731,7.575,10.824,0.983,73.0,0.949,0.16,0.644
733,5.027,8.204,0.569,56.14,0.729,-0.051,0.862
734,5.146,8.22,0.684,56.56,0.756,-0.072,0.891
735,4.522,8.281,0.653,56.98,0.679,-0.026,0.895
736,4.989,8.349,0.605,57.4,0.783,0.058,0.863
737,4.635,8.387,0.553,57.7,0.838,-0.038,0.908
738,4.72,8.428,0.511,58.0,0.609,0.067,0.83
739,4.428,8.478,0.553,58.3,0.74,0.084,0.832
740,4.424,8.538,0.621,58.6,0.809,-0.026,0.832
741,4.342,8.604,0.61,58.9,0.777,-0.005,0.776
742,4.179,8.673,0.614,59.3,0.82,0.046,0.765
743,4.046,8.73,0.607,59.7,0.886,-0.042,0.781
744,3.818,8.779,0.638,60.1,0.89,0.085,0.805
745,3.249,8.818,0.561,60.5,0.876,0.112,0.752
746,4.225,8.703,0.617,60.9,0.906,0.075,0.78
747,4.947,8.85,0.771,59.84,0.713,0.347,0.915
748,5.101,8.898,0.704,59.98,0.603,0.311,0.96
749,4.815,8.943,0.675,60.12,0.596,0.164,0.968
750,5.472,8.975,0.779,60.26,0.784,0.191,0.911
751,5.457,9.022,0.816,60.4,0.7,0.448,0.954
752,5.173,9.069,0.825,60.62,0.878,0.438,0.962
753,5.368,9.114,0.834,60.84,0.77,0.354,0.962
754,5.292,9.155,0.794,61.06,0.781,0.376,0.973
755,5.597,9.19,0.905,61.28,0.719,0.408,0.97
756,5.043,9.225,0.809,61.5,0.779,0.471,0.946
757,5.136,9.262,0.792,61.7,0.83,0.5,0.89
758,5.098,9.3,0.796,61.9,0.865,0.488,0.9
759,5.34,9.339,0.809,62.1,0.879,0.512,0.868
760,5.347,9.377,0.802,62.3,0.866,0.555,0.861
762,5.336,9.497,0.718,62.76,0.533,0.056,0.872
763,5.129,9.489,0.633,63.14,0.601,0.052,0.868
764,4.768,9.547,0.582,64.14,0.798,0.2,0.665
766,5.14,9.443,0.664,64.62,0.73,0.216,0.685
767,4.682,9.476,0.644,64.86,0.767,0.241,0.64
768,4.75,9.449,0.572,65.1,0.78,0.176,0.699
769,4.653,9.561,0.566,65.4,0.773,0.186,0.713
770,4.717,9.584,0.714,65.7,0.731,0.218,0.715
774,4.59,9.063,0.744,58.32,0.386,-0.061,0.91
775,4.775,9.076,0.862,58.96,0.431,-0.199,0.854
776,5.065,9.112,0.854,59.6,0.419,-0.125,0.859
777,4.725,9.152,0.751,59.36,0.347,-0.07,0.78
778,4.66,9.246,0.73,59.12,0.315,-0.02,0.789
780,4.542,9.25,0.725,58.64,0.646,-0.001,0.726
781,4.493,9.241,0.684,58.4,0.599,0.019,0.762
782,4.413,9.354,0.719,59.0,0.666,-0.052,0.799
783,4.462,9.303,0.695,59.6,0.628,0.0,0.757
784,4.886,9.274,0.764,60.2,0.598,-0.068,0.887
785,4.785,9.167,0.708,61.4,0.7,-0.021,0.849
786,7.144,10.972,0.967,70.14,0.943,0.242,0.473
787,7.568,10.929,0.983,70.82,0.894,0.322,0.487
788,7.046,10.866,0.959,71.16,0.835,0.315,0.58
789,7.257,10.879,0.973,71.5,0.856,0.348,0.618
790,7.007,10.878,0.977,71.6,0.952,0.383,0.59
791,6.965,10.876,0.962,71.7,0.902,0.302,0.573
792,6.76,10.884,0.955,71.8,0.884,0.331,0.558
793,7.018,10.959,0.968,71.9,0.922,0.264,0.406
794,6.83,11.174,0.953,72.0,0.892,0.233,0.409
795,7.041,11.199,0.958,72.1,0.875,0.174,0.399
796,7.06,11.266,0.943,72.2,0.905,0.216,0.337
797,6.962,11.332,0.938,72.3,0.861,0.144,0.362
798,7.255,11.371,0.944,72.4,0.892,0.074,0.373
799,7.035,11.323,0.96,72.5,0.882,0.014,0.356
801,6.841,10.428,0.868,71.44,0.683,0.219,0.868
802,7.261,10.44,0.859,71.76,0.663,0.139,0.898
803,7.353,10.425,0.937,72.08,0.593,0.172,0.923
804,7.359,10.461,0.882,72.4,0.561,0.15,0.902
805,7.433,10.489,0.893,72.46,0.722,0.141,0.891
806,7.111,10.493,0.903,72.52,0.681,0.153,0.862
807,7.321,10.515,0.909,72.58,0.739,0.15,0.849
808,7.401,10.533,0.889,72.64,0.707,0.094,0.818
809,7.079,10.536,0.864,72.7,0.753,0.108,0.789
810,7.159,10.555,0.89,72.9,0.772,0.153,0.804
811,7.331,10.57,0.916,73.1,0.768,0.145,0.793
812,6.927,10.585,0.91,73.3,0.725,0.055,0.77
813,7.332,10.601,0.946,73.5,0.834,0.085,0.743
814,7.195,10.538,0.959,73.7,0.831,-0.049,0.748
816,6.574,10.727,0.912,72.26,0.684,0.113,0.922
817,6.78,10.711,0.88,72.44,0.543,0.049,0.946
818,6.334,10.652,0.88,72.62,0.701,0.24,0.89
819,6.354,10.666,0.872,72.8,0.738,-0.06,0.921
820,6.057,10.671,0.913,72.84,0.568,-0.018,0.933
821,5.839,10.638,0.869,72.88,0.57,0.113,0.908
822,6.009,10.608,0.916,72.92,0.499,-0.102,0.943
823,6.027,10.599,0.898,72.96,0.624,-0.065,0.92
824,5.848,10.608,0.909,73.0,0.575,-0.064,0.913
825,5.955,10.622,0.927,73.2,0.624,-0.081,0.903
826,6.199,10.64,0.92,73.4,0.633,-0.035,0.867
827,6.517,10.65,0.913,73.6,0.65,-0.021,0.888
828,6.445,10.655,0.838,73.8,0.709,-0.082,0.866
829,6.488,10.563,0.89,74.0,0.718,-0.15,0.844
830,4.197,8.209,0.667,45.78,0.76,-0.153,0.902
831,3.739,8.274,0.709,47.1,0.739,-0.031,0.691
832,3.57,8.334,0.711,47.4,0.781,-0.08,0.671
833,4.445,8.393,0.704,47.7,0.8,-0.053,0.744
834,4.543,8.437,0.617,48.3,0.769,-0.043,0.757
835,5.038,8.483,0.661,48.9,0.732,-0.111,0.771
836,5.268,8.523,0.621,49.5,0.713,-0.05,0.791
837,5.392,8.564,0.679,50.1,0.736,-0.017,0.799
838,5.257,8.565,0.613,50.7,0.77,0.016,0.777
839,6.208,9.225,0.909,64.9,0.738,-0.004,0.946
840,5.374,9.164,0.855,66.22,0.796,-0.064,0.909
841,5.709,9.151,0.865,66.46,0.793,-0.021,0.931
842,5.311,9.152,0.874,66.58,0.809,-0.001,0.861
843,5.89,9.169,0.913,67.1,0.861,-0.13,0.883
844,6.309,9.186,0.878,67.5,0.891,-0.137,0.885
846,6.238,10.558,0.938,73.44,0.796,-0.09,0.809
847,5.911,10.546,0.887,73.56,0.772,-0.135,0.816
848,5.845,10.491,0.888,73.68,0.73,-0.21,0.74
849,6.057,10.532,0.902,73.8,0.772,-0.14,0.77
850,6.263,10.532,0.917,73.98,0.814,-0.052,0.734
852,5.959,10.57,0.924,74.34,0.821,-0.147,0.65
853,5.923,10.575,0.9,74.52,0.838,-0.139,0.617
854,5.88,10.588,0.923,74.7,0.832,-0.155,0.654
855,5.955,10.595,0.9,74.8,0.836,-0.062,0.698
856,5.911,10.618,0.882,74.9,0.849,-0.206,0.659
857,5.794,10.623,0.886,75.0,0.773,-0.261,0.687
858,5.908,10.632,0.878,75.1,0.806,-0.255,0.617
859,6.118,10.58,0.887,75.2,0.806,-0.259,0.609
861,5.598,9.321,0.841,63.98,0.646,-0.112,0.664
863,6.0,9.347,0.899,64.46,0.771,-0.075,0.739
875,5.476,9.804,0.872,58.2,0.731,-0.274,0.865
876,5.719,9.878,0.861,58.7,0.806,-0.246,0.865
877,5.886,9.898,0.839,59.2,0.727,-0.221,0.899
878,5.383,9.884,0.893,59.7,0.856,-0.249,0.845
879,5.514,9.94,0.904,60.2,0.785,-0.215,0.823
880,5.736,9.997,0.905,60.72,0.878,-0.235,0.802
881,5.759,10.03,0.892,61.24,0.84,-0.171,0.877
882,5.835,10.074,0.889,61.76,0.782,-0.229,0.82
883,5.97,10.101,0.795,62.28,0.799,0.004,0.805
884,5.95,10.098,0.931,62.8,0.74,-0.037,0.714
885,5.534,10.095,0.928,63.4,0.783,-0.036,0.702
886,5.882,10.121,0.914,64.0,0.745,-0.035,0.755
887,6.008,10.148,0.937,64.6,0.84,-0.098,0.824
888,6.272,10.179,0.951,65.2,0.852,-0.055,0.708
889,6.168,10.135,0.966,65.8,0.872,-0.056,0.661
890,4.223,8.039,0.909,50.22,0.616,-0.02,0.86
891,4.576,8.078,0.841,51.54,0.75,0.054,0.799
892,4.015,8.052,0.827,52.86,0.62,-0.012,0.909
893,4.27,8.057,0.789,54.18,0.584,0.1,0.913
894,4.256,8.111,0.805,55.5,0.635,0.019,0.918
895,4.405,8.143,0.846,56.06,0.709,0.022,0.923
896,4.547,8.161,0.831,56.62,0.628,0.066,0.911
897,3.795,8.192,0.825,57.18,0.708,0.212,0.861
898,4.905,8.219,0.765,57.74,0.819,0.172,0.849
899,4.358,8.249,0.777,58.3,0.793,0.221,0.853
900,4.396,8.282,0.706,58.9,0.749,0.298,0.828
901,4.476,8.306,0.715,59.5,0.853,0.234,0.854
902,4.656,8.344,0.707,60.1,0.821,0.291,0.844
903,4.619,8.373,0.676,60.7,0.818,0.31,0.794
904,4.547,8.365,0.674,61.3,0.702,0.26,0.837
919,6.076,11.228,0.919,63.96,0.769,-0.236,0.328
920,6.585,11.065,0.926,64.44,0.819,0.007,0.675
921,6.798,10.982,0.893,64.6,0.703,-0.031,0.486
930,4.641,8.185,0.844,59.98,0.678,-0.14,0.879
931,4.698,8.258,0.833,60.26,0.684,-0.091,0.929
932,4.737,8.329,0.792,60.54,0.719,-0.1,0.923
933,5.069,8.345,0.855,60.82,0.699,-0.14,0.896
934,4.996,8.329,0.885,61.1,0.72,-0.072,0.926
935,4.921,8.374,0.891,61.52,0.748,-0.155,0.932
936,5.208,8.357,0.856,61.94,0.703,-0.079,0.892
937,5.402,8.441,0.851,62.36,0.755,-0.085,0.9
938,5.252,8.46,0.898,62.78,0.736,0.355,0.897
939,4.905,8.477,0.857,63.2,0.813,0.2,0.858
940,4.857,8.5,0.914,63.5,0.814,0.056,0.917
941,5.63,8.526,0.883,63.8,0.859,0.143,0.874
942,5.297,8.543,0.898,64.1,0.945,0.267,0.907
943,5.685,8.567,0.877,64.4,0.92,-0.002,0.885
944,6.25,8.503,0.902,64.7,0.935,0.103,0.931
945,5.076,8.251,0.807,53.92,0.925,0.439,0.688
946,5.364,8.307,0.79,54.44,0.867,0.478,0.58
947,5.044,8.366,0.807,54.96,0.886,0.416,0.637
948,4.704,8.548,0.691,56.3,0.882,0.459,0.587
950,4.623,8.89,0.707,58.3,0.891,0.073,0.592
951,4.859,8.935,0.705,58.7,0.907,0.141,0.634
952,5.197,8.965,0.729,59.1,0.906,0.061,0.62
953,5.284,8.96,0.66,59.5,0.915,0.141,0.748
954,4.71,10.032,0.884,63.16,0.641,-0.229,0.937
955,4.667,10.136,0.836,63.52,0.7,-0.167,0.924
956,5.145,10.112,0.855,63.88,0.63,-0.203,0.926
957,4.669,9.975,0.807,64.24,0.437,-0.18,0.942
958,4.967,10.029,0.836,64.86,0.564,-0.002,0.934
959,5.125,10.082,0.851,65.12,0.564,-0.038,0.895
960,5.07,10.116,0.834,65.38,0.631,-0.073,0.837
961,5.729,10.144,0.881,65.64,0.671,-0.043,0.804
962,5.881,10.185,0.879,65.9,0.656,-0.077,0.808
963,5.94,10.211,0.917,66.2,0.685,-0.156,0.868
964,5.978,10.257,0.895,66.5,0.7,-0.154,0.798
965,5.901,10.307,0.913,66.8,0.608,-0.212,0.799
966,5.97,10.336,0.936,67.1,0.698,-0.194,0.789
967,6.229,10.3,0.928,67.4,0.82,-0.078,0.809
969,4.653,9.568,0.853,64.72,0.67,0.069,0.902
970,4.595,9.743,0.717,64.96,0.524,0.035,0.927
971,5.206,9.83,0.736,65.08,0.665,0.071,0.937
972,5.032,9.878,0.721,65.2,0.678,0.073,0.949
973,5.188,9.838,0.733,65.28,0.657,0.006,0.911
974,4.573,9.8,0.713,65.36,0.621,-0.006,0.856
975,4.983,9.772,0.708,65.44,0.655,-0.004,0.921
976,5.233,9.739,0.759,65.52,0.657,-0.012,0.939
977,5.172,9.699,0.742,65.6,0.597,0.073,0.889
978,5.271,9.687,0.828,66.1,0.657,0.031,0.853
979,5.154,9.681,0.777,66.6,0.605,-0.074,0.911
980,5.167,9.656,0.829,67.1,0.607,-0.066,0.907
981,4.024,9.597,0.866,67.6,0.447,-0.081,0.89
982,4.898,7.777,0.824,45.74,0.618,-0.087,0.768
983,3.808,7.953,0.798,46.6,0.729,-0.099,0.743
984,3.795,7.931,0.769,47.3,0.757,-0.145,0.797
985,3.512,7.926,0.79,48.7,0.716,-0.131,0.915
986,3.701,7.196,0.594,49.14,0.79,0.115,0.776
987,4.221,7.223,0.619,49.96,0.724,-0.035,0.84
988,4.196,7.258,0.827,51.6,0.819,-0.038,0.818
989,4.571,7.391,0.708,53.28,0.59,-0.03,0.869
990,2.702,7.365,0.638,53.7,0.671,-0.061,0.903
991,3.355,7.324,0.643,54.5,0.763,0.033,0.901
992,4.424,7.324,0.685,55.3,0.733,-0.012,0.867
993,4.135,7.311,0.727,56.1,0.766,0.05,0.868
994,5.121,7.264,0.712,56.9,0.706,0.051,0.828
995,5.754,9.842,0.855,62.66,0.712,-0.032,0.791
998,5.647,9.491,0.823,62.3,0.779,-0.019,0.673
999,5.494,9.617,0.824,62.3,0.781,-0.101,0.646
1000,5.33,9.627,0.827,62.3,0.762,-0.073,0.686
1001,5.954,10.046,0.93,63.14,0.567,-0.295,0.967
1002,5.808,10.163,0.941,63.48,0.59,-0.282,0.966
1003,5.554,10.199,0.914,63.82,0.621,-0.259,0.961
1004,5.467,10.05,0.933,64.16,0.496,-0.303,0.979
1005,5.066,10.085,0.882,64.5,0.519,-0.275,0.962
1006,5.432,10.167,0.911,64.7,0.566,-0.148,0.964
1007,5.771,10.218,0.919,64.9,0.503,-0.273,0.957
1008,5.596,10.263,0.913,65.1,0.556,-0.237,0.936
1009,6.126,10.306,0.908,65.3,0.508,-0.263,0.956
1010,5.711,10.335,0.929,65.5,0.641,-0.254,0.924
1011,5.866,10.373,0.938,66.1,0.614,-0.266,0.949
1012,6.273,10.429,0.926,66.7,0.749,-0.174,0.79
1013,6.309,10.474,0.929,67.3,0.699,-0.237,0.852
1014,6.064,10.518,0.918,67.9,0.78,-0.251,0.783
1015,6.391,10.504,0.953,68.5,0.824,-0.122,0.829
1016,6.958,11.562,0.939,71.44,0.939,0.127,0.432
1017,7.097,11.592,0.952,71.7,0.908,0.096,0.423
1018,7.101,11.595,0.934,71.88,0.962,0.106,0.388
